GeneID,NumberOfLiterature,PubMedIDs,GeneSymbol,Alias,Xref,Chromosome,Cytoband,FullName,GeneType,Description
3574,1,"20360400,",IL7,IL-7,MIM:146660|HGNC:HGNC:6023|Ensembl:ENSG00000104432|Vega:OTTHUMG00000164620,8,8q21.13,interleukin 7,protein-coding,interleukin-7
29998,1,"15834925,",BICRA,GLTSCR1,MIM:605690|HGNC:HGNC:4332|Ensembl:ENSG00000063169|Vega:OTTHUMG00000183263,19,19q13.33,BRD4 interacting chromatin remodeling complex associated protein,protein-coding,BRD4-interacting chromatin-remodeling complex-associated protein|glioma tumor suppressor candidate region gene 1 protein|BRD4 interacting chromatin remodelling complex associated protein
2194,1,"20511185,",FASN,FAS|OA-519|SDR27X1,MIM:600212|HGNC:HGNC:3594|Ensembl:ENSG00000169710|Vega:OTTHUMG00000178527,17,17q25.3,fatty acid synthase,protein-coding,"fatty acid synthase|short chain dehydrogenase/reductase family 27X, member 1"
1903,2,"24903384,19748727,",S1PR3,EDG-3|EDG3|LPB3|S1P3,MIM:601965|HGNC:HGNC:3167|Ensembl:ENSG00000213694|Vega:OTTHUMG00000020173,9,9q22.1,sphingosine-1-phosphate receptor 3,protein-coding,"sphingosine 1-phosphate receptor 3|G protein-coupled receptor, endothelial differentiation gene-3|S1P receptor 3|S1P receptor EDG3|S1P receptor Edg-3|endothelial differentiation G-protein coupled receptor 3|endothelial differentiation, sphingolipid G-protein-coupled receptor, 3|sphingosine 1-phosphate receptor Edg-3"
51742,1,"27451434,",ARID4B,BCAA|BRCAA1|RBBP1L1|RBP1L1|SAP180,MIM:609696|HGNC:HGNC:15550|Ensembl:ENSG00000054267|Vega:OTTHUMG00000039621,1,1q42.3,AT-rich interaction domain 4B,protein-coding,AT-rich interactive domain-containing protein 4B|180 kDa Sin3-associated polypeptide|ARID domain-containing protein 4B|AT rich interactive domain 4B (RBP1-like)|Rb-binding protein homolog|SIN3A-associated protein 180|breast cancer-associated antigen 1|breast cancer-associated antigen BRCAA1|breast carcinoma-associated antigen|histone deacetylase complex subunit SAP180|retinoblastoma-binding protein 1-like 1|sin3-associated polypeptide p180
8487,1,"19806322,",GEMIN2,SIP1|SIP1-delta,MIM:602595|HGNC:HGNC:10884|Ensembl:ENSG00000092208|Vega:OTTHUMG00000028816,14,14q21.1,gem nuclear organelle associated protein 2,protein-coding,gem-associated protein 2|SMN interacting protein 1-delta|component of gems 2|gemin-2|survival of motor neuron protein interacting protein 1
5873,1,"24587032,",RAB27A,GS2|HsT18676|RAB27|RAM,MIM:603868|HGNC:HGNC:9766|Ensembl:ENSG00000069974|Vega:OTTHUMG00000131959,15,15q21.3,"RAB27A, member RAS oncogene family",protein-coding,ras-related protein Rab-27A|GTP-binding protein Ram|mutant Ras-related protein Rab-27A|rab-27
4261,1,"26049756,",CIITA,C2TA|CIITAIV|MHC2TA|NLRA,MIM:600005|HGNC:HGNC:7067|Ensembl:ENSG00000179583|Vega:OTTHUMG00000129753,16,16p13.13,class II major histocompatibility complex transactivator,protein-coding,"MHC class II transactivator|MHC class II transactivator type I|MHC class II transactivator type III|NLR family, acid domain containing|nucleotide-binding oligomerization domain, leucine rich repeat and acid domain containing"
10181,1,"28061901,",RBM5,G15|H37|LUCA15|RMB5,MIM:606884|HGNC:HGNC:9902|Ensembl:ENSG00000003756|Vega:OTTHUMG00000156785,3,3p21.31,RNA binding motif protein 5,protein-coding,RNA-binding protein 5|putative tumor suppressor LUCA15|renal carcinoma antigen NY-REN-9
55750,1,"27574811,",AGK,CATC5|CTRCT38|MTDPS10|MULK,MIM:610345|HGNC:HGNC:21869|Ensembl:ENSG00000006530|Vega:OTTHUMG00000157499,7,7q34,acylglycerol kinase,protein-coding,"acylglycerol kinase, mitochondrial|hAGK|hsMuLK|multi-substrate lipid kinase|multiple substrate lipid kinase"
1859,1,"23635774,",DYRK1A,DYRK|DYRK1|HP86|MNB|MNBH|MRD7,MIM:600855|HGNC:HGNC:3091|Ensembl:ENSG00000157540|Vega:OTTHUMG00000086657,21,21q22.13,dual specificity tyrosine phosphorylation regulated kinase 1A,protein-coding,dual specificity tyrosine-phosphorylation-regulated kinase 1A|MNB/DYRK protein kinase|dual specificity YAK1-related kinase|dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1A|mnb protein kinase homolog hp86|protein kinase minibrain homolog|serine/threonine kinase MNB|serine/threonine-specific protein kinase
10919,2,"28483947,23481705,",EHMT2,BAT8|C6orf30|G9A|GAT8|KMT1C|NG36,MIM:604599|HGNC:HGNC:14129|Ensembl:ENSG00000204371|Vega:OTTHUMG00000031180,6,6p21.33,euchromatic histone lysine methyltransferase 2,protein-coding,"histone-lysine N-methyltransferase EHMT2|G9A histone methyltransferase|H3-K9-HMTase 3|HLA-B associated transcript 8|ankyrin repeat-containing protein|euchromatic histone-lysine N-methyltransferase 2|histone H3-K9 methyltransferase 3|histone-lysine N-methyltransferase, H3 lysine-9 specific 3|lysine N-methyltransferase 1C"
84289,1,"28925404,",ING5,p28ING5,MIM:608525|HGNC:HGNC:19421|Ensembl:ENSG00000168395|Vega:OTTHUMG00000151501,2,2q37.3,inhibitor of growth family member 5,protein-coding,inhibitor of growth protein 5
98,1,"26928270,",ACYP2,ACYM|ACYP,MIM:102595|HGNC:HGNC:180|Ensembl:ENSG00000170634|Vega:OTTHUMG00000129287,2,2p16.2,acylphosphatase 2,protein-coding,"acylphosphatase-2|acylphosphatase 2, muscle type|acylphosphatase, muscle type isozyme|acylphosphate phosphohydrolase 2|testicular tissue protein Li 11"
27347,1,"19717643,",STK39,DCHT|PASK|SPAK,MIM:607648|HGNC:HGNC:17717|Ensembl:ENSG00000198648|Vega:OTTHUMG00000133745,2,2q24.3,serine/threonine kinase 39,protein-coding,"STE20/SPS1-related proline-alanine-rich protein kinase|STE20/SPS1 homolog|Ste20-like protein kinase|proline-alanine-rich STE20-related kinase|serine threonine kinase 39 (STE20/SPS1 homolog, yeast)|serine/threonine-protein kinase 39|small intestine SPAK-like kinase|ste-20-related kinase"
1278,2,"17653508,18664619,",COL1A2,OI4,MIM:120160|HGNC:HGNC:2198|Ensembl:ENSG00000164692|Vega:OTTHUMG00000148675,7,7q21.3,collagen type I alpha 2 chain,protein-coding,"collagen alpha-2(I) chain|alpha 2 type I procollagen|alpha 2(I) procollagen|alpha 2(I)-collagen|alpha-2 type I collagen|collagen I, alpha-2 polypeptide|collagen of skin, tendon and bone, alpha-2 chain|collagen, type I, alpha 2|type I procollagen"
1000,5,"22275437,23240619,28851312,25386667,16377805,",CDH2,CD325|CDHN|CDw325|NCAD,MIM:114020|HGNC:HGNC:1759|Ensembl:ENSG00000170558|Vega:OTTHUMG00000059940,18,18q12.1,cadherin 2,protein-coding,"cadherin-2|N-cadherin 1|cadherin 2, type 1, N-cadherin (neuronal)|calcium-dependent adhesion protein, neuronal|neural cadherin"
2045,2,"22036564,26345456,",EPHA7,EHK-3|EHK3|EK11|HEK11,MIM:602190|HGNC:HGNC:3390|Ensembl:ENSG00000135333|Vega:OTTHUMG00000015228,6,6q16.1,EPH receptor A7,protein-coding,ephrin type-A receptor 7|EPH homology kinase 3|EPH-like kinase 11|Eph homology kinase-3|receptor protein-tyrosine kinase HEK11|tyrosine-protein kinase receptor EHK-3
43,1,"12466963,",ACHE,ACEE|ARACHE|N-ACHE|YT,MIM:100740|HGNC:HGNC:108|Ensembl:ENSG00000087085|Vega:OTTHUMG00000157033,7,7q22.1,acetylcholinesterase (Cartwright blood group),protein-coding,acetylcholinesterase|Yt blood group|acetylcholinesterase (Yt blood group)|apoptosis-related acetylcholinesterase
2033,2,"25996283,27956703,",EP300,KAT3B|RSTS2|p300,MIM:602700|HGNC:HGNC:3373|Ensembl:ENSG00000100393|Vega:OTTHUMG00000150937,22,22q13.2,E1A binding protein p300,protein-coding,"histone acetyltransferase p300|E1A-associated protein p300|E1A-binding protein, 300kD|p300 HAT"
10963,1,"25042352,",STIP1,HEL-S-94n|HOP|IEF-SSP-3521|P60|STI1|STI1L,MIM:605063|HGNC:HGNC:11387|Ensembl:ENSG00000168439|Vega:OTTHUMG00000167789,11,11q13.1,stress induced phosphoprotein 1,protein-coding,stress-induced-phosphoprotein 1|Hsp70/Hsp90-organizing protein|NY-REN-11 antigen|epididymis secretory sperm binding protein Li 94n|hsc70/Hsp90-organizing protein|renal carcinoma antigen NY-REN-11|transformation-sensitive protein IEF SSP 3521
3732,1,"27764516,",CD82,4F9|C33|GR15|IA4|KAI1|R2|SAR2|ST6|TSPAN27,MIM:600623|HGNC:HGNC:6210|Ensembl:ENSG00000085117|Vega:OTTHUMG00000166472,11,11p11.2,CD82 molecule,protein-coding,"CD82 antigen|C33 antigen|inducible membrane protein R2|kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))|metastasis suppressor Kangai-1|tetraspanin-27|tspan-27"
943,3,"22472952,28521633,27521276,",TNFRSF8,CD30|D1S166E|Ki-1,MIM:153243|HGNC:HGNC:11923|Ensembl:ENSG00000120949|Vega:OTTHUMG00000001827,1,1p36.22,TNF receptor superfamily member 8,protein-coding,tumor necrosis factor receptor superfamily member 8|CD30L receptor|Ki-1 antigen|cytokine receptor CD30|lymphocyte activation antigen CD30
8493,7,"22325093,21695702,16314645,22379189,24880341,24632620,22037313,",PPM1D,IDDGIP|PP2C-DELTA|WIP1,MIM:605100|HGNC:HGNC:9277|Ensembl:ENSG00000170836|Vega:OTTHUMG00000180052,17,17q23.2,"protein phosphatase, Mg2+/Mn2+ dependent 1D",protein-coding,"protein phosphatase 1D|protein phosphatase 1D magnesium-dependent, delta isoform|protein phosphatase 2C delta isoform|protein phosphatase Wip1|wild-type p53-induced phosphatase 1"
9232,26,"26894859,19840458,17652795,19837943,19407503,29622689,26445238,17507465,24879625,12626748,22522436,23267136,12727994,30961403,15281346,26516926,27524416,25023895,26320179,12590639,17975001,16809406,20116377,29432944,12213878,29575197,",PTTG1,EAP1|HPTTG|PTTG|TUTR1,MIM:604147|HGNC:HGNC:9690|Ensembl:ENSG00000164611|Vega:OTTHUMG00000130328,5,5q33.3,pituitary tumor-transforming 1,protein-coding,securin|ESP1-associated protein 1|pituitary tumor-transforming gene 1 protein|tumor-transforming protein 1
2676,1,"22031517,",GFRA3,GDNFR3,MIM:605710|HGNC:HGNC:4245|Ensembl:ENSG00000146013|Vega:OTTHUMG00000129200,5,5q31.2,GDNF family receptor alpha 3,protein-coding,GDNF family receptor alpha-3|GDNF receptor alpha-3|GDNFR-alpha-3|GFR-alpha-3|GPI-linked receptor|glial cell line-derived neurotrophic factor receptor alpha-3
347734,1,"24576181,",SLC35B2,PAPST1|SLL|UGTrel4,MIM:610788|HGNC:HGNC:16872|Ensembl:ENSG00000157593|Vega:OTTHUMG00000014760,6,6p21.1,solute carrier family 35 member B2,protein-coding,"adenosine 3'-phospho 5'-phosphosulfate transporter 1|3'-phosphoadenosine 5'-phosphosulfate transporter|PAPS transporter 1|putative MAPK-activating protein PM15|putative NF-kappa-B-activating protein 48|solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2|solute carrier family 35 member B2 variant 2"
2870,1,"23497290,",GRK6,GPRK6,MIM:600869|HGNC:HGNC:4545|Ensembl:ENSG00000198055|Vega:OTTHUMG00000163401,5,5q35.3,G protein-coupled receptor kinase 6,protein-coding,G protein-coupled receptor kinase 6
3925,2,"19569914,18593927,",STMN1,C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN,MIM:151442|HGNC:HGNC:6510|Ensembl:ENSG00000117632|Vega:OTTHUMG00000007389,1,1p36.11,stathmin 1,protein-coding,stathmin|leukemia-associated phosphoprotein p18|metablastin|oncoprotein 18|phosphoprotein 19|phosphoprotein p19|prosolin|stathmin 1/oncoprotein 18|testicular tissue protein Li 189|transmembrane protein C1orf215
246,1,"20382140,",ALOX15,12-LOX|15-LOX-1|15LOX-1,MIM:152392|HGNC:HGNC:433|Ensembl:ENSG00000161905|Vega:OTTHUMG00000090746,17,17p13.2,arachidonate 15-lipoxygenase,protein-coding,"arachidonate 15-lipoxygenase|12/15-lipoxygenase|15-LOX|15-lipooxygenase-1|arachidonate 12-lipoxygenase, leukocyte-type|arachidonate omega-6 lipoxygenase"
11063,1,"30358229,",SOX30,-,MIM:606698|HGNC:HGNC:30635|Ensembl:ENSG00000039600|Vega:OTTHUMG00000130247,5,5q33.3,SRY-box 30,protein-coding,transcription factor SOX-30|SRY (sex determining region Y)-box 30|Sox30 protein type II
8763,1,"24756834,",CD164,DFNA66|MGC-24|MGC-24v|MUC-24|endolyn,MIM:603356|HGNC:HGNC:1632|Ensembl:ENSG00000135535|Vega:OTTHUMG00000015339,6,6q21,CD164 molecule,protein-coding,"sialomucin core protein 24|CD164 antigen, sialomucin|multi-glycosylated core protein 24"
999,9,"23240619,15696778,23029385,25333347,19703993,29625497,21459793,12049819,16377805,",CDH1,Arc-1|CD324|CDHE|ECAD|LCAM|UVO,MIM:192090|HGNC:HGNC:1748|Ensembl:ENSG00000039068|Vega:OTTHUMG00000137561,16,16q22.1,cadherin 1,protein-coding,"cadherin-1|CAM 120/80|E-cadherin 1|cadherin 1, E-cadherin (epithelial)|cadherin 1, type 1, E-cadherin (epithelial)|calcium-dependent adhesion protein, epithelial|cell-CAM 120/80|epithelial cadherin|uvomorulin"
8577,1,"12743596,",TMEFF1,C9orf2|CT120.1|H7365|TR-1,MIM:603421|HGNC:HGNC:11866|Ensembl:ENSG00000241697|Vega:OTTHUMG00000020367,9,9q31.1,transmembrane protein with EGF like and two follistatin like domains 1,protein-coding,"tomoregulin-1|cancer/testis antigen family 120, member 1|transmembrane protein with EGF-like and one follistatin-like domain"
9112,2,"27323185,25977170,",MTA1,-,MIM:603526|HGNC:HGNC:7410|Ensembl:ENSG00000182979|Vega:OTTHUMG00000150362,14,14q32.33,metastasis associated 1,protein-coding,metastasis-associated protein MTA1|metastasis associated gene 1 protein
4102,1,"21347689,",MAGEA3,CT1.3|HIP8|HYPD|MAGE3|MAGEA6,MIM:300174|HGNC:HGNC:6801|Ensembl:ENSG00000221867|Vega:OTTHUMG00000022640,X,Xq28,MAGE family member A3,protein-coding,"melanoma-associated antigen 3|MAGE-3 antigen|antigen MZ2-D|cancer/testis antigen 1.3|cancer/testis antigen family 1, member 3|melanoma antigen family A, 3|melanoma antigen family A3"
4323,6,"18267120,25640948,22327326,15743799,29654697,20809186,",MMP14,MMP-14|MMP-X1|MT-MMP|MT-MMP 1|MT1-MMP|MT1MMP|MTMMP1|WNCHRS,MIM:600754|HGNC:HGNC:7160|Ensembl:ENSG00000157227|Vega:OTTHUMG00000028704,14,14q11.2,matrix metallopeptidase 14,protein-coding,matrix metalloproteinase-14|matrix metallopeptidase 14 (membrane-inserted)|membrane type 1 metalloprotease|membrane-type-1 matrix metalloproteinase
30851,1,"23028987,",TAX1BP3,TIP-1|TIP1,MIM:616484|HGNC:HGNC:30684|Ensembl:ENSG00000213977|Vega:OTTHUMG00000090701,17,17p13.2,Tax1 binding protein 3,protein-coding,tax1-binding protein 3|Tax interaction protein 1|Tax1 (human T-cell leukemia virus type I) binding protein 3|glutaminase-interacting protein 3|tax-interacting protein 1
253260,2,"18089801,27789731,",RICTOR,AVO3|PIA|hAVO3,MIM:609022|HGNC:HGNC:28611|Ensembl:ENSG00000164327|Vega:OTTHUMG00000162037,5,5p13.1,RPTOR independent companion of MTOR complex 2,protein-coding,rapamycin-insensitive companion of mTOR|AVO3 homolog|TORC2-specific protein AVO3|pianissimo
5970,5,"25388523,19309400,24562983,25915824,18095109,",RELA,NFKB3|p65,MIM:164014|HGNC:HGNC:9955|Ensembl:ENSG00000173039|Vega:OTTHUMG00000166566,11,11q13.1,"RELA proto-oncogene, NF-kB subunit",protein-coding,transcription factor p65|NF-kappa-B p65delta3|NF-kappa-B transcription factor p65|nuclear factor NF-kappa-B p65 subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 3|v-rel avian reticuloendotheliosis viral oncogene homolog A|v-rel reticuloendotheliosis viral oncogene homolog A
4094,1,"19687312,",MAF,AYGRP|CCA4|CTRCT21|c-MAF,MIM:177075|HGNC:HGNC:6776|Ensembl:ENSG00000178573|Vega:OTTHUMG00000137621,16,16q23.2,MAF bZIP transcription factor,protein-coding,transcription factor Maf|Avian musculoaponeurotic fibrosarcoma (MAF) protooncogene|T lymphocyte c-maf long form|c-maf proto-oncogene|proto-oncogene c-Maf|v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog
57670,4,"22157620,22591444,26083571,25794445,",KIAA1549,-,MIM:613344|HGNC:HGNC:22219|Ensembl:ENSG00000122778|Vega:OTTHUMG00000157214,7,7q34,KIAA1549,protein-coding,UPF0606 protein KIAA1549
5378,1,"11999575,",PMS1,HNPCC3|MLH2|PMSL1|hPMS1,MIM:600258|HGNC:HGNC:9121|Ensembl:ENSG00000064933|Vega:OTTHUMG00000132664,2,2q32.2,"PMS1 homolog 1, mismatch repair system component",protein-coding,PMS1 protein homolog 1|DNA mismatch repair protein PMS1|PMS1 postmeiotic segregation increased 1|human homolog of yeast mutL|mismatch repair gene PMSL1|rhabdomyosarcoma antigen MU-RMS-40.10B|rhabdomyosarcoma antigen MU-RMS-40.10E
8085,2,"29861161,27566587,",KMT2D,AAD10|ALR|CAGL114|KABUK1|KMS|MLL2|MLL4|TNRC21,MIM:602113|HGNC:HGNC:7133|Ensembl:ENSG00000167548|Vega:OTTHUMG00000166524,12,12q13.12,lysine methyltransferase 2D,protein-coding,histone-lysine N-methyltransferase 2D|ALL1-related protein|Kabuki make-up syndrome|Kabuki mental retardation syndrome|histone-lysine N-methyltransferase MLL2|lysine (K)-specific methyltransferase 2D|lysine N-methyltransferase 2D|myeloid/lymphoid or mixed-lineage leukemia 2|trinucleotide repeat containing 21
2849,1,"19787267,",GPR26,-,MIM:604847|HGNC:HGNC:4481|Ensembl:ENSG00000154478|Vega:OTTHUMG00000019204,10,10q26.13,G protein-coupled receptor 26,protein-coding,G-protein coupled receptor 26
438,1,"26510398,",ASMT,ASMTY|HIOMT|HIOMTY,MIM:300015|MIM:402500|HGNC:HGNC:750|Ensembl:ENSG00000196433|Vega:OTTHUMG00000021065,X|Y,Xp22.33 and Yp11.2,acetylserotonin O-methyltransferase,protein-coding,acetylserotonin O-methyltransferase|acetylserotonin N-methyltransferase|acetylserotonin methyltransferase (Y chromosome)|hydroxyindole O-methyltransferase
87,1,"20156433,",ACTN1,BDPLT15,MIM:102575|HGNC:HGNC:163|Ensembl:ENSG00000072110|Vega:OTTHUMG00000171386,14,14q24.1|14q22-q24,actinin alpha 1,protein-coding,alpha-actinin-1|F-actin cross-linking protein|actinin 1 smooth muscle|alpha-actinin cytoskeletal isoform|non-muscle alpha-actinin-1
1022,1,"28134252,",CDK7,CAK|CAK1|CDKN7|HCAK|MO15|STK1|p39MO15,MIM:601955|HGNC:HGNC:1778|Ensembl:ENSG00000134058|Vega:OTTHUMG00000099358,5,5q13.2,cyclin dependent kinase 7,protein-coding,"cyclin-dependent kinase 7|39 KDa protein kinase|CDK-activating kinase 1|TFIIH basal transcription factor complex kinase subunit|cell division protein kinase 7|cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)|homolog of Xenopus MO15 Cdk-activating kinase|kinase subunit of CAK|serine/threonine kinase stk1|serine/threonine protein kinase 1|serine/threonine protein kinase MO15"
10014,1,"21508384,",HDAC5,HD5|NY-CO-9,MIM:605315|HGNC:HGNC:14068|Ensembl:ENSG00000108840|Vega:OTTHUMG00000181806,17,17q21.31,histone deacetylase 5,protein-coding,histone deacetylase 5|antigen NY-CO-9
260425,1,"26248734,",MAGI3,MAGI-3|dJ730K3.2,MIM:615943|HGNC:HGNC:29647|Ensembl:ENSG00000081026|Vega:OTTHUMG00000011737,1,1p13.2,"membrane associated guanylate kinase, WW and PDZ domain containing 3",protein-coding,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3|membrane-associated guanylate kinase inverted 3|membrane-associated guanylate kinase-related 3"
6392,15,"22170724,21945342,11897817,24813157,17227803,18840642,28924001,19289533,20505258,19075037,19802898,20236688,28099933,24973967,20205103,",SDHD,CBT1|CII-4|CWS3|PGL|PGL1|QPs3|SDH4|cybS,MIM:602690|HGNC:HGNC:10683|Ensembl:ENSG00000204370|Ensembl:ENSG00000255292|Vega:OTTHUMG00000166997,11,11q23.1,succinate dehydrogenase complex subunit D,protein-coding,"succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial|succinate dehydrogenase complex subunit D integral membrane protein|succinate-ubiquinone oxidoreductase cytochrome b small subunit|succinate-ubiquinone reductase membrane anchor subunit"
953,1,"23737488,",ENTPD1,ATPDase|CD39|NTPDase-1|SPG64,MIM:601752|HGNC:HGNC:3363|Ensembl:ENSG00000138185|Vega:OTTHUMG00000018818,10,10q24.1,ectonucleoside triphosphate diphosphohydrolase 1,protein-coding,ectonucleoside triphosphate diphosphohydrolase 1|CD39 antigen|ecto-ATP diphosphohydrolase 1|ecto-ATPDase 1|ecto-ATPase 1|ecto-apyrase|lymphoid cell activation antigen
4830,2,"14558955,16891807,",NME1,AWD|GAAD|NB|NBS|NDKA|NDPK-A|NDPKA|NM23|NM23-H1,MIM:156490|HGNC:HGNC:7849|Ensembl:ENSG00000239672|Vega:OTTHUMG00000137474,17,17q21.33,NME/NM23 nucleoside diphosphate kinase 1,protein-coding,"nucleoside diphosphate kinase A|NDP kinase A|granzyme A-activated DNase|metastasis inhibition factor nm23|non-metastatic cells 1, protein (NM23A) expressed in|tumor metastatic process-associated protein"
4486,1,"19519771,",MST1R,CD136|CDw136|NPCA3|PTK8|RON,MIM:600168|HGNC:HGNC:7381|Ensembl:ENSG00000164078|Vega:OTTHUMG00000156709,3,3p21.31,macrophage stimulating 1 receptor,protein-coding,macrophage-stimulating protein receptor|MSP receptor|PTK8 protein tyrosine kinase 8|c-met-related tyrosine kinase|p185-Ron
23603,1,"20690162,",CORO1C,HCRNN4,MIM:605269|HGNC:HGNC:2254|Ensembl:ENSG00000110880|Vega:OTTHUMG00000169381,12,12q24.11,coronin 1C,protein-coding,"coronin-1C|coronin, actin binding protein, 1C|coronin-3"
